"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","artist"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Daydreamer","1wV3ZgBuui1rhpKVPVnplu",0.805,0.104,"A",-13.237,"major",0.0404,0.963,0,0.107,0.335,108.959,220507,4,"A major",60,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Best For Last","2ZzL9ajouuH7GoJBs6ZkNM",0.621,0.312,"E",-10.93,"minor",0.258,0.665,0,0.105,0.597,105.181,258507,4,"E minor",51,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Chasing Pavements","4ZBqVsaZnlRqfqwaXRFu5T",0.615,0.472,"F",-6.073,"minor",0.0267,0.325,0,0.115,0.327,80.072,210507,4,"F minor",60,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Cold Shoulder","34kohJpbYshSo3QMpq7wN8",0.651,0.829,"B",-5.355,"minor",0.049,0.00248,0,0.109,0.363,109.959,191867,4,"B minor",51,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Crazy For You","142vj1HAI7VBAsn7OPmSHc",0.705,0.144,"G",-12.234,"major",0.0504,0.926,1.14e-06,0.102,0.349,85.892,208040,3,"G major",58,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Melt My Heart To Stone","6OqHsUrVmquDBqTPgYLNqm",0.409,0.389,"B",-7.049,"minor",0.0316,0.323,0,0.241,0.219,80.758,203907,4,"B minor",58,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"First Love","7alr0hh8yLWEIY8Tow9UJ6",0.687,0.106,"C",-13.474,"major",0.0333,0.985,0.00438,0.0911,0.346,81.405,190280,4,"C major",53,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Right As Rain","2Q2SougPFYpLWVZVx1dRNK",0.844,0.678,"C#",-5.853,"major",0.1,0.736,0,0.0866,0.895,137.202,197347,4,"C# major",53,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Make You Feel My Love","4T8bIyWapBftpSuQDp6vuz",0.325,0.18,"A#",-10.647,"major",0.0311,0.91,0.000633,0.113,0.0997,72.416,212040,1,"A# major",67,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"My Same","3xMYr8Hg5jgy8QQIojeVbu",0.802,0.603,"E",-7.453,"minor",0.134,0.471,0,0.14,0.722,126.381,195653,4,"E minor",51,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Tired","09fgZxShFPEdl0xBMmV3sv",0.803,0.673,"B",-6.338,"major",0.047,0.191,0.000646,0.0953,0.552,96.997,258853,4,"B major",50,"Adele"
"5VN0zLpsF5QD62XYuvXOio","19","https://i.scdn.co/image/0c748d2ea3099ad49c2b76291c5796dd370ee314","2008-01-28",2008-01-28,62,"Hometown Glory","0iQRBodhuHy1n3b3wDtYh9",0.444,0.336,"A#",-8.493,"minor",0.0369,0.963,4.31e-05,0.103,0.211,122.574,271227,4,"A# minor",56,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Rolling in the Deep","1CkvWZme3pRgbzaxZnTl5X",0.729,0.756,"G#",-5.119,"major",0.0294,0.131,0,0.0527,0.522,104.945,228293,4,"G# major",74,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Rumour Has It","76N7FdzCI9OsiUnzJVLY2m",0.618,0.753,"G",-5.05,"minor",0.0451,0.637,0,0.0905,0.557,120.041,221427,4,"G minor",64,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Turning Tables","5O6yk6U8L3rTbFsIwuqe8H",0.305,0.452,"C",-6.077,"minor",0.0293,0.952,1.68e-05,0.129,0.21,79.83,250133,4,"C minor",66,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Don't You Remember","24cKN8P2uGWypxTw5WaNlq",0.64,0.395,"D#",-5.689,"major",0.0307,0.206,0,0.0935,0.235,115.082,243200,4,"D# major",64,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Set Fire to the Rain","3CKCZ9pfwAfoMZlMncA1Nc",0.61,0.683,"D",-3.879,"minor",0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,4,"D minor",73,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"He Won't Go","4ThTvhGNae80mrLsMzs4Hb",0.706,0.569,"C",-7.044,"minor",0.0861,0.023,0,0.0731,0.71,159.824,277947,4,"C minor",57,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Take It All","6jL1DEdjmOa27inIgU088B",0.411,0.267,"C",-8.484,"major",0.031,0.953,0,0.167,0.303,137.801,228213,4,"C major",57,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"I'll Be Waiting","3QEYmDt1FwOkFBFD74cEzZ",0.548,0.843,"D",-2.674,"major",0.0374,0.0467,0,0.131,0.754,160.009,241653,4,"D major",56,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"One And Only","4I3KMa9p00MJwWbT0vi5iX",0.464,0.467,"F",-5.306,"major",0.0376,0.295,0,0.141,0.169,51.66,346813,4,"F major",66,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Lovesong","2rnvHrNnkWMcAkl4S1WlRg",0.69,0.373,"C",-9.454,"minor",0.0284,0.722,0.00103,0.111,0.329,116.925,316440,4,"C minor",60,"Adele"
"1azUkThwd2HfUDdeNeT147","21","https://i.scdn.co/image/4dd5a511e378838ef564cc343304019b8f430bcd","2011-01-19",2011-01-19,72,"Someone Like You","4kflIGfjdZJW4ot2ioixTB",0.559,0.33,"A",-8.251,"major",0.0285,0.892,0,0.0975,0.285,135.109,285040,4,"A major",77,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Hello","4sPmO7WMQUAf45kwMOtONw",0.481,0.451,"F",-6.095,"minor",0.0347,0.336,0,0.0872,0.289,157.966,295493,4,"F minor",72,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Send My Love (To Your New Lover)","4BHzQ9C00ceJxfG16AlNWb",0.69,0.524,"F#",-8.39,"minor",0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4,"F# minor",72,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"I Miss You","0QLXkoV7vX86QEibgLe6zQ",0.381,0.581,"G",-4.273,"minor",0.0481,0.00936,1.43e-05,0.455,0.154,113.218,348627,4,"G minor",62,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"When We Were Young","7IWkJwX9C0J7tHurTD7ViL",0.381,0.594,"D#",-5.97,"major",0.0486,0.348,0,0.0925,0.273,143.86,290907,4,"D# major",72,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Remedy","7GgQi7JTG4b6J4iEF4RTjF",0.396,0.305,"D",-6.481,"major",0.0387,0.891,0,0.169,0.251,165.398,245427,3,"D major",66,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Water Under the Bridge","4vb4mFvYsr2h6enhjJsq9Y",0.596,0.838,"F",-6.52,"minor",0.0704,0.0189,1.54e-05,0.108,0.472,94.982,240427,4,"F minor",72,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"River Lea","60jkAyuEyOnQKlrppOTYYx",0.293,0.586,"C#",-5.63,"major",0.0342,0.0579,3.68e-06,0.123,0.226,81.723,225427,4,"C# major",60,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Love in the Dark","6oQRvWaoFDJpTTnaWdzhXt",0.333,0.341,"A",-6.025,"minor",0.0304,0.536,0,0.109,0.142,109.812,285947,4,"A minor",59,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Million Years Ago","5VwSwu1zeiMGAjwe9nUmzZ",0.721,0.273,"C#",-7.617,"minor",0.028,0.733,0,0.108,0.181,105.846,227067,4,"C# minor",63,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"All I Ask","1wMALZpuqAy7amQsFBWQ8m",0.587,0.283,"E",-5.473,"major",0.0279,0.882,0,0.149,0.343,141.961,271800,4,"E major",69,"Adele"
"0K4pIOOsfJ9lK8OjrZfXzd","25","https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440","2016-06-24",2016-06-24,72,"Sweetest Devotion","7nY8TY0Wk7kBIJi2Zv8JoR",0.419,0.745,"C",-5.477,"major",0.0408,0.231,0,0.123,0.259,155.875,251693,3,"C major",57,"Adele"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Intro","710Tr1tXlyPFA2uBXrGCdi",0.713,0.331,"F#",-13.909,"major",0.877,0.237,0,0.51,0.463,87.491,19133,3,"F# major",4,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"We Don't Care","737liXlwQnrGkVszJqVbOv",0.595,0.754,"B",-5.827,"minor",0.181,0.0142,0,0.247,0.647,83.155,239880,4,"B minor",50,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Graduation Day","6bJSJpTuxN11lafQ1bP1Rd",0.418,0.447,"C",-9.058,"minor",0.338,0.684,2.1e-06,0.414,0.869,169.336,81787,4,"C minor",43,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"All Falls Down","4FHu9bOzBjZurx89CMa42L",0.657,0.734,"G#",-4.832,"minor",0.484,0.149,0,0.139,0.434,91.03,223507,4,"G# minor",63,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"I'll Fly Away","6qH0rKROdv6QiHh2vNsnll",0.239,0.25,"F#",-11.414,"major",0.0289,0.76,0,0.124,0.564,172.338,69707,4,"F# major",44,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Spaceship","2rT6jwkyUcz6cmDWZGbGjC",0.507,0.753,"F",-5.31,"minor",0.19,0.503,0,0.573,0.657,178.068,324227,3,"F minor",49,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Jesus Walks","79ek2oolIYyGUO4aVK5IY2",0.637,0.834,"D#",-4.686,"minor",0.323,0.614,0,0.317,0.715,87.312,193733,4,"D# minor",59,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Never Let Me Down","06TqBu4Vi2DEu2F2wNTEnb",0.459,0.816,"B",-4.872,"minor",0.403,0.423,0,0.169,0.643,80.293,324440,4,"B minor",51,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Get Em High","1d4UPgmb1tvFpPDKjDwFr6",0.614,0.644,"B",-5.672,"minor",0.373,0.184,0,0.489,0.649,84.788,289493,4,"B minor",48,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Workout Plan","3f42nSmfO2092cODYYKIrU",0.715,0.288,"C#",-13.843,"major",0.925,0.785,0,0.688,0.772,115.114,46173,4,"C# major",41,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"The New Workout Plan","537JuqEKrssl7OlRF5wlKx",0.704,0.792,"D",-4.831,"major",0.198,0.00981,0,0.365,0.646,118.022,322800,4,"D major",51,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Slow Jamz","4WSSY5ZnbhVN2PVXcjY1yh",0.559,0.733,"D",-5.659,"minor",0.171,0.314,0,0.284,0.611,145.115,316053,4,"D minor",35,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Breathe In Breathe Out","3pJ0avSP15CvCwgNcTfZJo",0.636,0.7,"C#",-3.099,"minor",0.421,0.341,0,0.161,0.924,88.817,246933,4,"C# minor",44,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"School Spirit Skit 1","03x0FP6xn8sC8SPMS8Kjbs",0.648,0.218,"G#",-15.108,"major",0.95,0.326,0,0.352,0.642,164.25,78693,5,"G# major",39,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"School Spirit","5Od2j2iQkxxtXYXwaqrgk1",0.483,0.787,"F",-5.422,"minor",0.21,0.339,0,0.236,0.592,84.81,182387,4,"F minor",46,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"School Spirit Skit 2","0xhf3bDrkZFnqPz8ptkGtF",0.716,0.308,"F",-12.629,"major",0.925,0.334,0,0.215,0.83,128.412,43533,3,"F major",39,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Lil Jimmy Skit","10cm0WvFkMtaf8kwDYxCON",0.64,0.279,"A#",-12.396,"major",0.484,0.803,0,0.375,0.741,82.475,53640,4,"A# major",39,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Two Words","7EzY5a2CMrK5KqCxoOeyIj",0.442,0.807,"F#",-4.753,"major",0.265,0.0158,6.43e-06,0.217,0.446,84.649,266213,4,"F# major",44,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Through The Wire","1pHmmvnRsCqI56r8NZecvq",0.571,0.739,"G",-6.11,"major",0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4,"G major",58,"Kanye West"
"1NRRN5RWwfuLmQdjshz0L7","The College Dropout (Explicit)","https://i.scdn.co/image/5cf174dae6bd71d12387b2b203926c2ccc9e2512","2004-01-01",2004-01-01,60,"Family Business","4UtUYddZgey5Y8sxqhW9mH",0.744,0.524,"C#",-7.452,"major",0.21,0.139,0,0.392,0.606,93.691,278893,4,"C# major",51,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Intro","3a1FXBrLTZWoE9TV7G3nEs",0.744,0.362,"G",-13.596,"minor",0.897,0.606,0,0.32,0.57,115.485,19160,5,"G minor",1,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"We Don't Care","0VxmkF1dUhzCtTsFP48iex",0.594,0.686,"B",-8.185,"minor",0.202,0.171,0,0.891,0.704,83.122,239840,4,"B minor",43,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Graduation Day","2AuPPkAusM0nWBGDNw8xz8",0.535,0.409,"G",-10.075,"minor",0.177,0.715,0.000535,0.267,0.946,83.523,82000,4,"G minor",36,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"All Falls Down","3rz4J87q1ZCVOoqzOIGJ3k",0.633,0.671,"G#",-7.054,"minor",0.494,0.182,0,0.209,0.414,91.029,223560,4,"G# minor",52,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"I'll Fly Away","7migaugubEoz9Xo8fG4XBY",0.234,0.182,"F#",-16.311,"major",0.0293,0.792,0,0.113,0.478,86.427,69707,4,"F# major",37,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Spaceship","5ch2e2kQVZEClRgS3IKCTt",0.519,0.725,"F",-6.204,"minor",0.195,0.625,1.26e-05,0.593,0.669,178.118,324093,3,"F minor",43,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Jesus Walks","40n4IT5Vpg0AA1kxbz4i3P",0.426,0.835,"F#",-5.55,"major",0.387,0.79,2.96e-05,0.239,0.69,84.4,193773,4,"F# major",48,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Never Let Me Down","5yMmbDIvahQv8mmQMTS3Tg",0.478,0.79,"B",-6.233,"minor",0.426,0.694,0.000795,0.158,0.637,83.253,324400,4,"B minor",44,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Get Em High","0CEV1sQaXSWekl6PahxVGj",0.614,0.532,"B",-8.717,"minor",0.365,0.59,0.00249,0.11,0.701,83.859,289267,4,"B minor",40,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Workout Plan","1XebohGnO5EP32NnqMBKRP",0.754,0.291,"G",-14.356,"major",0.913,0.869,0,0.705,0.72,85.048,46160,4,"G major",34,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"The New Workout Plan","0MK9oZtpl9RXMC6CPaNpew",0.739,0.812,"D",-6.014,"major",0.292,0.0327,4.38e-06,0.346,0.532,118.034,322667,4,"D major",42,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Slow Jamz","3TA1XUeHp6aES1ToQRPGwr",0.362,0.693,"D",-6.905,"minor",0.265,0.441,0.000842,0.219,0.579,72.403,316107,4,"D minor",0,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Breathe In Breathe Out","6FeOEiH2RhRunELM3dzAj7",0.635,0.586,"C#",-6.099,"minor",0.428,0.764,0,0.09,0.932,89.4,246867,4,"C# minor",38,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"School Spirit Skit 1 - Skit 1","1oZJ5JL5mVSjZEhwhP6HGG",0.727,0.196,"C#",-16.32,"major",0.936,0.54,0,0.161,0.617,94.817,78693,3,"C# major",32,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"School Spirit","4ZWGUDC0KDpqKCdGzWUKGs",0.609,0.672,"A#",-8.648,"minor",0.188,0.584,0.000448,0.377,0.613,87.338,182373,4,"A# minor",39,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"School Spirit Skit 2 - Skit 2","3yhmm1skSx2ALTshaBtMCy",0.721,0.261,"A#",-14.539,"major",0.928,0.679,0,0.216,0.881,126.717,43227,4,"A# major",32,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Lil Jimmy Skit","1kP402qWxMQmXdd1gmsDXr",0.535,0.245,"A#",-14.331,"major",0.519,0.9,0,0.47,0.762,82.951,53427,4,"A# major",31,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Two Words","0L2VNyCLmA7hr13L8umWMX",0.59,0.798,"A#",-5.877,"minor",0.199,0.0278,1.36e-05,0.172,0.426,85.196,266240,4,"A# minor",37,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Through The Wire","0ncPdmNqiMvKK1J36Dgr6f",0.542,0.723,"G",-6.12,"major",0.251,0.0093,5.51e-06,0.157,0.659,82.667,221227,4,"G major",52,"Kanye West"
"555WoCHGKNICMGGO7o1eTc","The College Dropout [UK Version - (Art changes)]","https://i.scdn.co/image/0dacd819f6a69c389a1cccb729d7ad0c497cc7d7","2004-01-01",2004-01-01,51,"Family Business","3xm012kKV1lLOpsoM0NGF5",0.745,0.526,"A",-7.718,"minor",0.196,0.286,0,0.571,0.545,93.674,278907,4,"A minor",45,"Kanye West"
"63E56xBrndfgpTDH1zsd1r","The College Dropout (Edited)","https://i.scdn.co/image/e0812936bc02780169474ae7653d6874f00f77ab","2004-02-10",2004-02-10,1,"Intro - Album Version (Edited)","0g3xmFedWsvLItq26OuQxm",0.806,0.349,"E",-13.888,"major",0.904,0.223,0,0.519,0.476,82.386,19133,4,"E major",0,"Kanye West"
"63E56xBrndfgpTDH1zsd1r","The College Dropout (Edited)","https://i.scdn.co/image/e0812936bc02780169474ae7653d6874f00f77ab","2004-02-10",2004-02-10,1,"We Don't Care - Album Version (Edited)","5MoOkoWYXw6lsKfaQ1icuc",0.557,0.756,"D",-5.174,"major",0.195,0.0191,0,0.24,0.612,83.1,239880,4,"D major",0,"Kanye West"
